,Text,Response
82,"Сегодня посмотрел данный фильм. Что ж можно сказать? Фильм из категории высокобюджетного треша. Если вы подумали, что это продолжение первой части, то тут вас ждет разочарование. Пираньи 3DD никак не связан с приквелом. Действие, как можно понять разворачивается в аквапарке, куда проникли всем нам знакомые рыбки. Мяса как в первой части не будет, лишь в конце фильма, но кроме этого можно будет увидеть интересные моменты и вновь подивиться тупости американской молодежи. Фильм имеет какие то намеки на комедию, по крайней мере я пару раз даже улыбнулся, например в моменте когда Дэвид Хэсселхофф вспоминает свою молодость, ну и небольшой бонус уже после фильма.  В общем, фильм в целом произвел неплохое впечатление, но все равно слабее первой части. 6 из 10","фильм: высокобюджетный треш: негативно 
пираньи 3DD: никак не связан с приквелом: негативно 
действие: в аквапарке: нейтрально
мясо: как в первой части не будет, лишь в конце фильма: нейтрально 
фильм: имеет намеки на комедию: положительно 
впечатление: неплохое: положительно"
43,"Первое, что вспоминается, фраза Вилли Вонки: «Орех испорчен!» Орех и впрямь низкого качества. Корявая анимация, странные персонажи и локации. Главное, совершенно непонятно, для кого это снято. Не для взрослых — не тот формат. Не для детей — проблематика и лексикон не соответствуют. Для подростков? Для них это либо лажа, если они смотрят кино вообще, либо — ничего, если у них другие интересы. Даже если бы подростки это стали смотреть, то что бы увидели? Интеллектуальный уровень фильма на порядок ниже даже «Ранеток». В общем, кассовый «успех» вполне оправдан. И ещё одно. Весь фильм — сплошные цитаты из других мультов. Цилиндр с кокардой на парне — вообще подсудный плагиат из аниме. Но ладно бы воровали лучшее, у мастеров, но основная масса уворована из наших же убогих картин вроде «Ерёмы» и «Особенный». Ощущение, что смотришь кусок из этого самого «Ерёмы»… Последнее, что приходит на ум, цитата уже из Джека Лондона: «Эти яйца с самого начала были тухлыми». Так вот данный мульт анонсировали лет пять: менялись прокатчики, выпускающая группа, хронометраж. Неясно, с чем так возились многие годы, а главное, ЗАЧЕМ? Этот фильм морально устарел ещё в прошлом веке. Нужно было забыть его как дурной сон, а не выталкивать на экраны… 1 из 10","фильм: позор, непонятно для кого снят: негативно 
анимация: корявая: негативно 
персонажи: странные: негативно 
локации: странные: негативно 
формат: не тот: негативно 
уровень фильма: ниже «Ранеток»: негативно 
цитаты: сплошные цитаты из других мультов: негативно 
плагиат: подсудный плагиат из аниме: негативно 
прокатчики: менялись: негативно 
выпускающая группа: менялась: негативно 
хронометраж: менялся: негативно"
53,"Мне было бы стыдно за такие деньги $74 000 000 снять такой паршивый фильм. Теперь я знаю что сказать если меня спросят какой для меня самый плохой фильм и я с гордостью скажу: «сын маски». Актеры просто позорище, даже для детей не будет смешно. Приколы вообще никакие. 1 бал с большим минусом","фильм: паршивый: негативно 
актеры: позорище: негативно 
приколы: никакие: негативно"
24,"Не понятно почему, но кинематограф редко балует нас подобными историями. А ведь именно такое кино по-настоящему ценно.  Потрясающе теплый фильм. Это подчеркивается в цветовом решении картины: мягкие коричнево-золотые тона напоминают… чашку горячего шоколада. Да-да, именно горячий шоколад! Фильм оставляет ощущение покоя и уюта, как этот напиток. Он наполняет спокойствием и радостью. Его начинаешь пересматривать снова и снова, наслаждаясь его послевкусием. Великолепно!  10 из 10","кино: по-настоящему ценный: положительно 
цветовое решение: мягкие коричнево-золотые тона: положительно 
фильм: оставляет ощущение покоя и уюта, наполняет спокойствием и радостью: положительно"
36,"Сходил я вчера наконец на «Начало». Ждал фильм давно и с нетерпением. Видимо, это ожидание и заочно завышенная оценка всё и испортили. Фильм оказался совсем не таким, каким я его ожидал. Например, первые 10 минут — чуть ли не разочарование, т. к. полнейшая путаница и непонятки. Чередующие друг друга сцены немного раздражают и разгадка этой навороченной с самого начала паутины придёт намного позже. Далее начинается последовательный сюжет-история о воре, крадущем ценные сведения во время сна. Более того, пихающего во сне необходимые ему или заказчику идеи. К примеру, идею разрушить корпорацию конкурирующей компании… В принципе, на протяжении всего фильма, этот план и осуществляется.  Если попытаться вспомнить что-то похожее на «Начало» мне в голову пришло три фильма: - «Остров проклятых» — за похожесть переживаний главного героя, саундтрека и некоторых моментов сюжета. - «Господин Никто» — также множество параллельных линиий сюжета, развивающихся одновременно. В «ГН» где-то десяток линий сюжета (вариантов хода жизни), в «Начале» четыре, а то и больше уровней сна… - «Матрица» — за философию, нереальность и иллюзорность происходящего, искусственно созданный мир сна и прочее. Я не буду рекомендовать этот фильм для просмотра, но сам его ещё посмотрю. Если Вам не нравится какой-либо из трёх представленных фильмов, вряд ли вы оцените и этот. Концовка фильма потрясающая, зал аплодировал. Я не жалею о просмотре. Поставил «десятку», как и большинство зрителей и критиков. Фильм заслуживает её как минимум за то, что заставляет задуматься, что нынче большая редкость.","

фильм: не такой, каким ожидался: негативно 
первые 10 минут: полнейшая путаница, непонятки: негативно 
сюжет: последовательный: положительно 
концовка: потрясающая: положительно 
фильм: заставляет задуматься: положительно"
29,"Фильмы Disney мои любимые, но на первом месте была и остается Русалочка, на втором — Красавица и чудовище. Мультипликационный фильм поистине потрясающий во всех отношениях: герои, песни, юмор сливаются в одно калейдоскопическое действо — и наблюдать за этим -сплошное удовольствие.  Бэль — в полной мере соответствует данному ей имени и лучится красотою, облаченною в простое крестьянское платьице и поет, поет, поет… о любви, мечтах, прекрасном принце — о том что не чуждо каждой девушке в любом возрасте. Банально — с одной стороны, жизненно — с другой. И мы невольно видим себя в ней (как и во всех диснеевских героинях) — таких неприкрыто наивных маленьких принцесс которые тоже мечтают, поют и отвергают на жизненном пути всех ненужных Гастонов в поиске настоящего, истинного принца. И пускай даже замурованного в шкуру `чудовища`, но такого милого, родного — своего. И пускай мечты не кончаются…  10 из 10","мультипликационный фильм: потрясающий во всех отношениях: положительно 
Бэль: соответствует данному ей имени, лучится красотою: положительно 
мы: невольно видим себя в ней: положительно"
68,"Как обычно это у нас бывает, идея фильма была весьма интересной, но как следует воплотить ее так и не удалось. Особенно хочется отметить операторскую работу. Конечно, я понимаю, что дрожащее изображение — это специальный эффект, но через 10 минут после начала просмотра это стало меня уже раздрожать, было такое ощущение, словно я не могу сфокусироваться. Да и изображение казалось смазанным и нечетким. Практически вечь фильм — это мрачные картинки, сменяющие друг друга с большой скоростью.  Сейчас я не могу даже вспомнить лица главных героев. Единственное, что осталось в памяти — это их глупое и бессмысленное поведение. Борясь со страхом, они сидят в одиночестве дома или бродят по пустынным улицам, принципиально, наверное, не включают в комнатах свет, думают о какой-то ерунде. Их переживания поверхностные, кажется, что им и жить то незачем. До сих пор не пойму, что представляют из себя эти мертвые дочери (кажется, они похожи на героиню из «Звонка»), да и в самом сюжете есть много неясного. Последняя сцена особого впечатления не произвела, но 2-3- мурашки вызвала, поэтому моя оценка этому фильму —  3 из 10","идея фильма: была интересной: нейтрально
идея фильма: воплотить не удалось: негативно 
операторская работа: дрожащее изображение, стало раздражать: негативно
изображение: смазанное, нечеткое: негативно 
герои: глупое, бессмысленное поведение: негативно
переживания: поверхностные: негативно
сюжет: есть много неясного: негативно
последняя сцена: особого впечатления не произвела, 2-3- мурашки вызвала: нейтрально"
17,"Невероятно динамичный фильм! Наверное, это отличительная черта фильмов Гая Ричи, но не всех. Фильм хорош во всех отношениях. Хорошие актеры, их игра действительно потрясает, не оставляя возможности сомневаться в таланте каждого. Когда что-то подобное пытаются снять отечественные режиссеры с молодыми актерами, то просто плеваться хочется, настолько все наигранно и неестественно. Здесь же, наоборот, как будто все актеры и являются своими героями. Сюжет не сказать, чтобы запутан, он прост и возможно предсказуем, но нет даже ощущения «где-то я уже это видела». За весь просмотр, а это, кстати, 140 минут, не было даже желания переключить или отмотать вперед. Отдельное спасибо неизменному английскому юмору, Стэтхэму, Флемингу и другим актерам, добрую половину которых вы еще увидите в «Большом Куше». 10 из 10","фильм: невероятно динамичный: положительно 
актеры: хорошие, их игра потрясает, являются своими героями: положительно 
сюжет: прост и возможно предсказуем: нейтрально 
английский юмор: спасибо: положительно"
42,"Сколько можно позориться, а? У меня столько эмоций после просмотра! В основном, негативных. Мне даже обидно за наш кинематограф! Наверное, все страны над нами хохочут — сначала «фильмом века» был «ночной позор», теперь, вот — «Ведьма». Весь мир теперь уверен, что в Росии полностью перевелись таланты. И при всей этой убогости, потуги, я боюсь говорить, пробраться в ГОЛЛИВУД! Да, Голливуд подобные картины даже третьесортными не считает. У них такие «Ведьмы» по 3000 в год снимаются, а Фесенко губу раскатал. В том-то и проблема, что вместо того, чтобы снимать фильмы О НАШИХ ЛЮДЯХ для НАШИХ ЛЮДЕЙ, то есть элементарно, любить свою Родину, товарищи режиссеры «забивают» на свою страну, и снимают нечто убого-американизированное, как «Ведьма». Позор! Позор! Позор!  Хватит показывать Голливуду, как нам важна его оценка. Хватит выставлять страну на посмещище! Например, фильм «Летят журавли» был снят на русском языке, для русских, но его показывают во многих странах мира. Потому, что это — шедевр. И режиссер «Журавлей» не ставил себе задачи «показать Голливуда, что и мы не лыком шиты». Убогие серые краски, отвратительная игра некоторых актеров… Отдельное спасибо Евгении Крюковой. Мне всегда нравилась эта красивая и талантливая актриса. В целом ставлю 1. Обидно, обидно, обидно…","краски: убогие, серые: негативно 
игра актеров: отвратительная: негативно 
Евгения Крюковая: красивая, талантливая: положительно"
79,"Я переждал, когда первые две части выйдут и пересмотрел их одним чохом перед походом на третью. Я не поклонник Толкиена и вообще «Властелин колец» мне изначально был интересен как просто фильм Джексона (я заметил, что данный режиссер прогрессирует с каждым новым фильмом). Мое восхищение не знало границ: я думал будет нечто типа «Гарри Поттера» (с таким бюджетом это вполне вероятно), но Питер сделал настоящую брутально-эмоциональную эпопею. Каждая баталия в этом фильме захватывает целиком и не отпускает, каждая мизансцена великолепна, а спецэффекты поражают ни сколько реалистичностью сколько живописностью и казалось бы недостатков нет… Однако после просмотра едва на ногах стоишь — слишком много красивого, даже так много, что под конец просто всей красоты не замечаешь, а просто сидишь и ждешь, когда-же Фродо кинет кольцо в лаву а потом обалдело думаешь: кончится ли все это вообще. В любом случае «Властелин колец» не останется незамеченным в истории кино и спустя годы будет вспоминаться так-же, как сейчас вспоминается «Крестный отец» (реж. Фрэнсис Форд Коппола) и я рад, что видел в кинотеатре этот эпохальный фильм.","восхищение: не знало границ: положительно 
баталии: захватывают целиком, не отпускают: положительно 
мизансцены: великолепны: положительно 
спецэффекты: поражают реалистичностью, живописностью: положительно 
красота: слишком много: нейтрально 
фильм «Властелин колец»: не останется незамеченным, будет вспоминаться как «Крестный отец»: положительно"
73,"Фильм, конечно, отличный. Съемки, спецэффекты — все на высшем уровне. Я только не понимаю, почему герой — Фродо. Он сам там, вообще, практически ничего не сделал, только всем проблемы создавал. Все за него весь фильм отдуваются, вообще, всю работу за него сделал Сэм, а ему даже «спасибо» никто не сказал. За исключением этого фильм хороший. Работа грандиозная. Можно смотреть не один раз.","фильм: отличный: положительно 
Фродо: практически ничего не сделал, только всем проблемы создавал: негативно 
фильм: хороший: положительно 
работа: грандиозная: положительно"
72,"Все тот же Шерлок Холмс. Думаю создатели фильма так старались создать фильм, который затмит первую часть, что в погоне за зрительской симпатией переборщили и совсем не заметили, что фильм то расклеивается на части, а сюжет где-то потерялся. Что же это, Гай Ричи: экшен, комедия или вообще фантастика? Слишком много юмора, слишком много спецэффектов. Изменился и сам Шерлок, который в первой части показался мне гораздо интереснее, нежели во второй, в коей то и дело представляет собой посмешище. Зачастую, в продолжении картин появляются новые, совершенно лишние персонажи. Мне хватало Шерлока и Ватсона, в исполнении замечательных актеров Роберта Дауни мл. и Джуда Лоу. Но в картине появляется много новых героев. Еще одна главная роль досталась восходящей звезде, актрисе Нуми Рапас,не завоевавшей моего расположения. Вообще история с ее братом показалась мне немного сыроватой и даже лишней. Куда роднее мне был персонаж Ирэн Адлер, который прекрасно исполнила Рэйчел МакАдамс, более того, о ней действительно упоминалось в книгах Конан Дойла о Шерлоке Холмсе. Затем внезапно возникший ни от куда брат Холмса — Майкрофт, о котором в первой части не было известно, а тут он уже играет довольно важную роль в жизни Шерлока и часто мелькает на горизонте, где же он был до этого? В командировках? Хочу отметить прекрасную работу оператора, но как я уже говорила, даже в этом деле хватанули лишнего. В общем, я уверена, что будет и третий фильм, посмотрим, чем он нас удивит. 8 из 10","фильм: расклеивается на части: негативно 
сюжет: потерялся: негативно
юмор: слишком много: негативно 
спецэффекты: слишком много: негативно
Шерлок: посмешище: негативно
Ирэн Адлер: прекрасно исполнила Рэйчел МакАдамс: положительно 
Майкрофт: внезапно возникший: нейтрально 
оператор: прекрасная работа: положительно"
61,"Фильм не понравился. Единственное оправдание, что он снят по мотивам романа Семеновой. Такое чувство, что из книги только имена героев, а все сцены переделаны на режиссерский лад. Хотя Бухаров в роли Волкодава смотрелся вполне ничего, да и спецэффекты для России приличные. Мне кажется, большинство прочитавших книгу будут разочарованы. 4 из 10","фильм: не понравился: негативно 
Бухаров: смотрелся вполне ничего: положительно 
спецэффекты: приличные: положительно 
большинство прочитавших книгу: будут разочарованы: негативно"
40,"Шла с надеждой расслабиться, отвлечься… а получилось все наоборот. Весь фильм думала, когда же он закончится, сколько еще осталось. Очень скучный и нудный фильм. Ни о чем. Никакого сюжета. Если бы не актерский состав, то фильм просто бы прогорел. Сравнить с «Питером ФМ» не могу, «Питер» на порядок выше, захватывает. А здесь все понятно. Вообщем заслуженная двойка! А какой был PR…","

фильм: скучный, нудный: негативно  
сюжет: никакого: негативно"
44,"Очень неопределенное мнение у меня сложилось после просмотра такой классики. Смотреть такой фильм я не решался раньше, поскольку боялся просто его «не понять». Даже в данный момент, когда от начала до конца я просмотрел, достаточно длительный по хронометражу фильм, я не могу сказать, что понял фильм. Из плюсов, отмечу отличную операторскую работу, музыку, и, наверное, игру Джеймса Вудс. Его персонаж показался мне самым колоритным и интересным, а в исполнении такого актера как Джеймс, это смотрится очень убедительно. Из недостатков, отмечу слабую игру Роберта Де Ниро, из-за которого собственно говоря, я и решился посмотреть фильм. Ну а самое главное разочарование для меня оказался сценарий, поскольку он неудачный. Все очень скучно, монотонно. Одним словом, «Однажды в Америке» для меня шедевром не стал, поскольку он таким не есть. Смотрите «Таксиста», «Пролетая над гнездом кукушки», «Французский связной» и другие фильмы, дабы было с чем сравнить. 5 из 10","операторская работа: отличная: положительно 
музыка: плюс: положительно 
игра Джеймса Вудс: плюс: положительно 
игра Роберта Де Ниро: слабая: негативно
сценарий: неудачный, скучный, монотонный: негативно
«Однажды в Америке»: шедевром не стал: нейтрально"
55,Единственное что остаётся после такого сартирного и бездарного юмора это чувство что те подонки что ваяли сей сюжет добивались чтобы и мы стали такими-же! Если и были смешные моменты то скорее они похожи на пару подгнивших яблок в мусорке полной всякой нечистоты. Для подонков как известно нет ни чего святого и здесь они себя проявили в полной мере. Когда я заглянул в рейтинг знали бы вы как я обрадовался что наш народ не на столько бездуховен что бы благодарно проглотить эту «рвотную массу «! 1 из 10,"юмор: сартирный, бездарный: негативно 
смешные моменты: пара подгнивших яблок в мусорке: негативно"
18,"Любовь еще быть может… Именно эти слова крутились у меня в голове во время просмотра этого фильма. Такая юная, простая и по-хорошему наивная любовь. Мы всегда помним первую любовь… именно с ней мы познали и радость встреч и горечь расставаний… В этом фильме, казалось бы, с простеньким сюжетом описано и показано то, что переживал каждый человек или то, что каждый человек хотел бы пережить… Первая любовь… Быть может и пройдет (как у многих и случается), но память о ней сохранится на всю оставшуюся жизнь. Отличнейший подбор актеров, блестящая игра, прекрасная музыка, которая подчеркивает всю красоту романтической истории. Приятного вам всем просмотра!","подбор актеров: отличный: положительно 
игра: блестящая: положительно 
музыка: прекрасная, подчеркивает красоту романтической истории: положительно"
6,"Для меня это очень особенное творение. Это первое аниме, которое я видела в своей жизни. И хоть я и не отношусь к поклонникам жанра, я навсегда запомню этот мультфильм. Необходимо отметить некую универсальность во всех мультфильмах Хайао Миядзаки. В первую очередь, истинная красота творения не лежит на поверхности. Смысл «Ходячего замка» не пытаются донести через диалоги, самое главное нужно суметь увидеть изнутри, попытаться заглянуть сквозь то, что ты видишь. И тогда мы сможем понять удивительный, волшебный мир, преображения в характерах героев. Герои вначале и в конце мультфильма — это совершенно разные персонажи, которые прошли через трудности, чтобы поменяться и стать лучше. А пейзажи, музыка, всё что окружает нас в «Ходячем замке», лишь дополняет атмосферу тепла и уюта. После просмотра ощущаешь прилив счастья и одновременно грусти от того, что фильм закончился. 10 из 10  и обязателен к просмотру","смысл: не пытаются донести через диалоги: нейтрально 
пейзажи: дополняет атмосферу тепла и уюта: положительно
музыка: дополняет атмосферу тепла и уюта: положительно"
23,"«Темный рыцарь» Нолана — выдающийся прорыв этого молодого режиссера. Это один из сильнейших драма-боевико-триллеров за последние 60 лет, уровня «Терминатора» или «Матрицы». Несмотря на отлично поставленные трюки, что присуще типичным боевичкам, фильм насыщен также очень мудрыми диалогами:""… Этот город доказал тебе, что в нем ещё есть место добру… «; «вот что происходит, когда непреодолимая сила встречает на своем пути неподвижный предмет. Мы всегда будем сражаться, и никто не одержит верх. Это наше предназначение.» И многие другие.  Отдельно хочу отметить сюжет. Джонатан и Кристофер настолько идеально продумали сюжет, что зритель реально соглашается со всем происходящим. Я также считаю, что, в принципе, большинство моментов в картине, реальны в наше жестокое время. Очень понравился момент с паромами — гениально! Благодаря огромной проделанной работе по написанию сценария, изумительной игре киноактеров (Хит Леджер, Кристиан Бейл), опять же изысканной, очень уместной музыке Ханса Циммера и Джеймса Ньютона Говарда, фильм заслуженно стал именоваться блокбастером и собрал 1 миллиард долларов (один из самых высоко бюджетных фильмов за всю историю кинематографа — неплохо, для новичка, Нолана), а также открыл зрителю и кинокритику новую ветвь в жанре триллер.  Моя оценка 11 из возможных 10. Ну очень понравился!  Why U So Serious?","фильм: выдающийся прорыв: положительно 
трюки: отлично поставлены: положительно 
фильм: насыщен мудрыми диалогами: положительно 
сюжет: продуман: положительно 
игра киноактеров: изумительная: положительно 
музыка: изысканная, очень уместная: положительно 
фильм: блокбастер: положительно"
41,"Этот фильм я ждала два месяца, но после его просмотра я очень сильно разочаровалась… Фильм «Наша Russia: Яйца» судьбы можно сравнить с «Самым Лучшим Фильмом», потому что такой же туповатый фильм без сюжета, но по крайней мере в «Самом Лучшем Фильме» некоторые шутки были очень запоминающимися, а здесь таких шуток нет. Здесь фильм немного спасает то, что в нем играют известные комики шоу «Наша Russia», Сергей Светлаков и Михаил Галустян.  Оценю то, что главные актеры сыграли свои роли неплохо, были и смешные шутки и комментарии, но в целом это не спасает положение. Фильм снял неизвестный режиссер. В сюжете этого фильма нет никакой изюминки, да и он довольно скучный. Сценарий тоже, не сказала бы, что он хороший. Звуковое сопровождение фильма очень ужасное, музыка не подходит почти к каждому эпизоду фильма. Но а про спецэффекты я вообще молчу, особенно про спецэффект с кошкой, он так ненатурально сделан, что лучше бы его вообще не делали. Мне кажется, что больше просто нечего сказать про фильм «Наша Russia: Яйца судьбы». Сходите, и сами во всем убедитесь, так как это не фильм, а просто длинная серия шоу «Наша Russia», в котором персонажи пересекаются между собой, но не больше, потому что как такового сюжета здесь нет. Моя оценка: 2 из 10","фильм: разочаровал: негативно
сюжет: отсутствует, нет изюминки, скучный: негативно
главные актеры: сыграли свои роли неплохо: нейтрально
спецэффекты: ненатуральные: негативно
звуковое сопровождение фильма: очень ужасное: негативно
музыка: не подходит к эпизодам: негативно
фильм: просто длинная серия шоу: негативно"
57,"Вот только вчера сподобилась посмотреть этот шедевр — и порадовалась, что не видела его раньше. Когда, почему, с какой стати Михаил Пореченков решил, что он похож на Шварценеггера, и решил закрепить эту идею, снявшись в римейке «Коммандо», мы, вероятно, не узнаем уже никогда. Да оно и к лучшему. Незачем лишний раз засорять мозг бессмысленными фразами. Поскольку оригинал вспоминается постоянно, постольку хочется выключить телевизор каждые пять минут. Пореченков не просто плохо играет — он отвратительно играет. Отсутствие мимики ни на йоту не приближает его к образу, сыгранному Шварцем. Постановочные трюки шиты белыми нитками. Сцены рукопашного боя сняты так, что хочется спросить у оператора: «Чего ради ты прыгал с камерой, как горный козёл?». Да и в целом фильм удручает отсутствием нормальных диалогов, нормальной картинки и нормального звука.  Актриса Урсуляк тоже не поражает своей игрой. А ради антуража могли бы взять Аню Семенович — хотя бы тему раскрыли бы. Отдельное о-ло-ло по поводу Варвары Пореченковой. У нас ведь как считают: если у известного актёра есть дети, то они априори хорошо играют. Ну типа им актёрские таланты с генами передались. Так вот — тут опять не тот самый случай.  1 из 10. И это с большой натяжкой.","

фильм: шедевр: положительно 
Михаил Пореченков: плохо играет: негативно 
сцены рукопашного боя: сняты плохо: негативно 
фильм: удручает отсутствием нормальных диалогов, нормальной картинки и нормального звука: негативно 
Актриса Урсуляк: не поражает своей игрой: негативно 
Варвара Пореченкова: не поражает своей игрой: негативно"
1,"Ходячий замок — это одно из удивительных и одновременно замечательных творений великого гения Хаяо Миядзаки. Оно не идет в сравнение с другими его произведениями. Каждый шедевр этого автора поистине уникален. Персонажи обладают своим особенным характером, который не повторяется никогда. Об этом же фильме я скажу лишь одно: Пока не посмотришь его, не прочувствуешь, не имеет смысла говорить что я совершенно нейтрально отношусь к японской культуре и фильмам потому, что Ходячий замок затронет того, кого не затронула та же Принцесса Мононоке или Унесенные призраками. Это уникальное дополнение ко всем шедеврам этого классика и великого человека.","Ходячий замок: удивительное, замечательное творение: положительно 
Персонажи: обладают своим особенным характером: положительно"
