,Text,Response
99,"Очень не понравилось обслуживание! Были вчера вечером, заказали, принесли достаточно быстро, но вот потом про нас как-будто забыли, мы допили напитки и хотели повторить их, но к нам пол часа никто не подходил, официанты бегали мимо, но в нашу сторону даже не смотрели, несмотря на то, что мы всеми силами пытались обратить на себя внимание.К слову, в зале было совсем немного столов.....В итоге мне пришлось подойти к барной стойке и позвать кого-нибудь. Потом мы ждали напитки около 40 минут, а на вопрос- где наши напитки, нам было выдано:-""а что, вам еще их не приносили????"". Удивило также то, что с гостями в ""Плюшкине"" не прощаются. Резкий контраст плохого сервиса и очень вкусной кухни и уютного интерьера....!!!!","
обслуживание: плохое: негативно 
напитки: ждали 40 минут: негативно 
сервис: резкий контраст: негативно"
100,"Кухня супер, спасибо поварам, интерьер приятный, ходим на фонарный уже более 5 лет. Есть карточка постоянного гостя. Но последний раз, хамство девушки ,которая раньше работала официанткой,а сейчас видимо менеджер,вообще отбило все желание приходить. Когда мы спросили,возможно ли нам сесть за круглый столик большой компанией,она ответила что нет. Мы уточнили почему именно и удивились- ведь раньше постоянно сидели за круглым столом... На что получили ответ ""если я захочу вы вообще здесь находится не будете !!!"". Все были в шоке. Мы остались там в тот вечер так как любим тан жен и его кухню, но после этого раза желания приходить не было ни у кого. Неужели вы считаете правильным так разговаривать с вашими гостями, неужели у вас в ресторане менеджер а не хозяин принимает решение кто здесь будет есть а кто нет ???","
кухня: супер, спасибо поварам: положительно 
интерьер: приятный: положительно 
хамство девушки: отбило желание приходить: негативно"
101,"Как то посещали данное заведение с женой и друзьями прочитав положительные отзывы.Столик заказали заранее,обстановка довольно уютная,офицыанта и меню ждали минут двадцать,но не дождались, решили этот вопрос сами!!!Заказ начали приносить через полтора часа, мы уже собирались уходить,носили в течении ещё полутора часов!!!Из семи заказанных блюд понравились только два!!!В ресторане довольно уютно,была не плохая программа развлечений в которой мы принимали непосредственное участие!!!В СВЯЗИ С ВЫШЕ ИЗЛОЖЕННЫМ АДМИНИСТРАЦИИ ДАННОГО ЗАВЕДЕНИЯ ХОЧЕТСЯ ПОЖЕЛАТЬ БОЛЕЕ ВНИМАТЕЛЬНО ОТНОСИТЬСЯ КО ВСЕМ ГОСТЯМ ЗАВЕДЕНИЯ И ПРОВЕСТИ РАБОТУ НАД ОШИБКАМИ,А ПОКА ЭТОГО НЕ ПРОИЗОШЛО ДЕЛАТЬ ТАМ НЕЧЕГО!!!","обстановка: уютная: положительно 
офицыант: не пришёл: негативно 
программа развлечений: была: положительно 
блюда: понравились только два: негативно"
102,"Ужасный персонал на Невском пр-те 22, особенно если сидеть у окна (некурящих). Там всегда обслуживают новые официанты, плохо знающие меню. Приносят не то что заказываешь. Хотя должен отметить, что не все официанты такие, есть всегда вежливые, хорошо обученные. И девченки что на входе всегда очень аккуратно относятся к клиентам. После 2 месяцев обедов в этом заведении, и 4 раз, когда обед приносли через час после заказа, естественно весь остывший, больше нет желания заходить сюда. Судя по оценкам сервиса, я не единственный. Ребята если Вам сложно кормить людей в обед, пожалуйста не делайте этого.","
персонал: ужасный: негативно 
официанты: новые, плохо знающие меню, приносят не то что заказываешь: негативно 
девченки: всегда очень аккуратно относятся к клиентам: положительно"
104,"Давно не была в таком ужасном месте. Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо..."". По-поводу самой еды - ни одно блюдо восхищения не вызвало. В силу обстоятельств, была в этом ресторанчике не один раз, но как-то с каждым разом убеждаюсь в совем первом впечатлении. Однажды при заказе супа из меню официантка сказала, что следует заказать другой, так как этот скис (!!!). Интерьер - очень темный, не каждому тоже будет по вкусу. В общем, не советую ходить в это место. На той же улице есть довольно много заведений лучшего качества.","
обслуживание: ни в какие рамки не лезет: негативно
офицантки: не обращают на тебя никакого внимания: негативно
еда: восхищения не вызвало: негативно 
интерьер: очень темный: нейтрально"
105,"Заходили в субботу в 5 вечера в начале декабря. Разумеется было много народу. Заказ ждали час,то есть даже салаты нам принесли только через час,почему-то вместе с горячим. За соседним столиком перепутали заказ и после часа ожидания люди получили совсем не то,что хотели. Паста,ризотто...были неплохи. В принципе ничего выдающегося,но мы ничего и не ожидали, просто зашли пообедать. Не понравилось долгое ожидание и какая то отчужденность официанта,который просто ушел на улицу посидеть на скамеечке...в то время как мы хотели расплатиться.Посидел минут 10,поболтал с кем-то и наконец таки пришел к нам,но с таким видом типа че?не подождать что ли...вежливости и желания обслуживать гостей я у него не заметила. Уютно,тесно,с сервисом нам не повезло. Супчики вкусные. Загляну туда еще на чаек и десерт,если буду идти мимо.","
Народ: много: нейтрально 
заказ: ждали час: негативно 
салаты: принесли через час: негативно 
паста: неплохая: нейтрально 
ризотто: неплохое: нейтрально 
ожидание: долгое: негативно 
официант: отчужденный: негативно 
уют: тесный: нейтрально 
сервис: не повезло: негативно 
супчики: вкусные: положительно"
106,"Мой молодой человек как-то заказывал столик на 8 марта. Интерьер - понравился, кухня - тоже. А вот обслуживание.... то ли обслуга стремилась начать отмечать 8-е марта побыстрее (мы приехали туда около 21.30,девушка при входе сказала, что ресторан работает до 23.00, хотя ЗАРАНЕЕ, когда делалась бронь столика, НАС НИКТО НЕ ПРЕДУПРЕДИЛ, ЧТО РЕСТОРАН БУДЕТ РАБОТАТЬ ДО 23.00) Заказ принесли довольно быстро, но как только мы приступили к еде, девушка хамски попросила нас пересесть за другой столик. Я естественно, отказалась. Настроение испорчено не было (просто было неприятно), но чаевых мы не оставили. Ресторан Ваш, рекомендовать никому не буду.","
обслуживание: хамские, неприятные: негативно
интерьер: понравился: положительно
кухня: понравилась: положительно"
107,"Недавно первый раз побывала в ресторане Волна! Привходе встретила милая девушка предложила столики на выбор! Я решила выпить вина и поинтересовалась у официантки какое вином мне посоветуйте, явно меню в этом ресторане официанты не учат, ничего про вино она мне не смогла обьяснить! Выбрала бытылочку вина сама, решила попробовать салат из рукколы с печеным картофелем и гребешки со спаржей! Удивилась когда перед салатом принесли комплимент от шеф-повара, хотя мой восторг был не долгим, салат мне несли минут 40 если не больше, салат был на 4, после чего гребешки я ждала еще минут 30, десерт даже не стала заказывать! Приятная атмосфера, но не более того и на 2ом этаже очень душно!","
Официантка: не учат меню: негативно 
салат: несли минут 40: негативно 
гребешки: ждала минут 30: негативно 
атмосфера: приятная: положительно"
108,"Добрый день всем! В ресторан МИСО на московском ходим с коллегами обедать практически каждый день, обычно компания 5-6 человек, до этого инцидента мы были очень довольны кухней и обслуживанием, прекрасный интерьер и атмосфера, но в очередной наш ланч был добавлен человеческий волос!!!!!! Черный и плотный, прекрасно намотанный на кусочек мяса, который попал мне в рот. Хорошее настроение ушло вместе с аппетитом. Конечно мне предложили заменить блюдо, но желание есть больше не было! Не думаю, что в ближайшее время у меня, либо у моих коллег появится желание посещать данное заведение.","
Человеческий волос: намотанный на кусочек мяса: негативно"
110,"Отмечали день рождения, компанией из 8 человек. В общем и целом понравилось. По меню: Ценник выше среднего Небольшой выбор салатов Из блюд компаний перепробовали: соленья, кармашки с грибами и рыбой, жареный камамбер, шашлык из свинины, свинину с моцареллой и грибами, угря. Все понравилось- порции большие. По обслуживанию: Несколько медлительные официантки. Блюда несли долго и неравномерно (половина народу сидела уже с пустыми тарелками, а вторая еще даже не получила закусок). Особенно долго получилось с булочками( а они оказались очень вкусными). Рассчитываться пришлось на стойке, официантка так и не принесла счет. В принципе праздник удался и недочеты не испортили общего впечатления.","
Ценник: выше среднего: негативно 
выбор салатов: небольшой: негативно 
порции: большие: положительно 
блюда: несли долго и неравномерно: негативно 
булочки: вкусные: положительно 
Официантка: не принесла счет: негативно 
Официантки: медлительные: негативно"
111,"Приятно когда тебя встречают улыбкой аж с ""парковки"" !!!! :0))))) Попадаешь в ресторан и сразу ощущаешь хорошее настроение во всей атмосфере : интерьер, персонал, музыкальное сопровождение , свечи- цветы , все красиво, все настраивает на приятную волну . По кухне можно сказать, что уровень выдержан , отличная подача мяса , холодных закусок, десертов .... Комплимент от ресторана в виде вазочки с виноградом, очень оригинально и неожиданно , а так же вкусно :0))))) Понимая, что Постное меню трудно разнообразить , можно отметить выдержанный стиль и вкус блюд. Общее впечатление от заведения, по домашнему теплое и уютное , спасибо персоналу и создателям за чудесное место, успехов Вам и развития, добрых гостей и новых побед !!!!","
персонал: встречают улыбкой, приветливый: положительно 
интерьер: красивый, уютный: положительно 
подача блюд: отличная: положительно 
комплимент: в виде вазочки с виноградом: положительно 
общее впечатление: по домашнему теплое и уютное: положительно"
112,"Хороший свежий ресторан, обслуживание понравилось, встретили- проводили, усадили, подвинули столы.Официант девушка была очень вежливая и услужливая. Еда понравилась ,было вкусно. Что не понравилось, на что надо администрации обратить внимание: 1.Нет в карте вин, полусладкого вина. Хотя алкогольная карта очень большая. 2. Принесли ""комплимент"" от заведения, потом увидел его в счете.. Зачем при таких ценах, это делать, осталось загадкой.. Но в целом в печатление осталось хорошее, отдохнули хорошо, хотя заведение не дешевое.","
Обслуживание: понравилось, встретили-проводили, усадили, подвинули столы: положительно 
официант девушка: вежливая, услужливая: положительно 
еда: вкусно: положительно 
полусладкое вино: нет в карте вин: негативно 
комплимент: в счете: негативно
заведение: не дешевое: нейтрально"
113,"13 января 2014 г. отмечали День Рождения! нас было 5 человек, и это был понедельник! в зале сидело столика 3 вместе с нами, обслуживание-очень понравилось!наш официант в течение всего вечера подходил очень часто, узнавал все ли хорошо и не желаем ли мы чего! кальян-супер! заказывали закуски-крылья, сырные шарики, фрукты-все очень понравилось!!!несли не долго! мы остались довольны!!спасибо!придем снова к вам!!!","обслуживание: очень понравилось: положительно 
официант: подходил очень часто, узнавал все ли хорошо: положительно 
кальян: супер: положительно 
закуски: очень понравилось: положительно"
116,"Отмечали свадьбу в ресторане «Кирочный Двор». Хотелось бы сказать огромное спасибо всем сотрудникам данного заведения. Гостей вместе с нами было 47 человек, в зале было свободно и места для танцев, о котором я очень переживала, было предостаточно. Администраторы помогли нам с оформлением зала и поиском ведущих (за которых тоже большое спасибо). Меню выбрали на 1800, алкоголь нам разрешили привезти свой. Все было очень вкусно, широкий выбор блюд, большие порции, а главное гости были сыты и довольны. В общем, все прошло на 5+. Обязательно будем рекомендовать вас всем знакомым. Еще раз спасибо! Анна и Иван","
зал: свободно, места для танцев было предостаточно: положительно 
администраторы: помогли: положительно 
алкоголь: разрешили привезти свой: положительно 
блюда: вкусно, широкий выбор, большие порции: положительно 
гости: сыты, довольны: положительно"
117,"Всем добрый день! Банкетный зал открылся недавно, и мы были первыми, кто отметил там свой банкет. Отмечали мой день рождения, было 30 человек взрослых гостей, и 5 маленьких. Места хватило всем ) Для детей был выделен отдельный подиум в конце зала, для взрослых столы стояли по периметру, ну и для танцев тоже было достаточно места. По интерьеру мне понравилось то, что это уютный, светлый зал. По кухне все было вкусно, разнообразие салатов, закусок, красиво сервирован стол, блюда интересно оформлены. Обслуживание тоже понравилось, никто забыт не был, ребята хорошо справлялись со своей работой ) Пока гости собирались, их поджидал шоколадный фонтан и фрукты с шампанским ) Праздник прошел на ура, гости остались довольны, а я счастлива) спасибо огромное персоналу за работу, а так же основным организаторам банкета - Олесе и Саше) спасибо, ребята, за праздник, он удался)","
банкетный зал: недавно открылся: положительно 
интерьер: уютный, светлый: положительно 
кухня: вкусно, разнообразно: положительно 
обслуживание: хорошо справлялись: положительно 
шоколадный фонтан: поджидал гостей: положительно 
банкет: удался: положительно"
118,"Здравствуйте! 23.12.2013г.Провели корпоратив в ресторане Le Glamure(хрустальный зал) все очень понравилось, рекомендую!!Отличная кухня, обслуживание на высшем уровне,обстановка внутри как на картинке, давно такой красоты не видела=) Очень хороший, уютный ресторан. Приветливые официанты, вкусная еда и красивый интерьер.Обязательно вернемся в это место еще не раз! Отдельное спасибо Кате, нашей ведущей;)","
кухня: отличная : положительно 
обслуживание: на высшем уровне: положительно 
обстановка: как на картинке, давно такой красоты не видела: положительно 
ресторан: очень хороший, уютный: положительно 
официанты: приветливые: положительно 
еда: вкусная: положительно
интерьер: красивый: положительно"
119,"Были сегодня первый раз! Все очень понравилось. И место на диванчиках нашлось, и официантка очень приветливая, но ненавязчивая, интерьер приятный, живая музыка тоже расслабляет, вполне и под нее можно вести беседу. Обслуживание оперативное, ждать 1-2 минуты пиво, гренки чуть дольше, пиво отличное!!! я в восторге!!! обстановка очень уютная. а еще радует что недалеко от дома такое прекрасное заведение есть!!!","
место: нашлось: положительно 
официантка: приветливая, ненавязчивая: положительно 
интерьер: приятный: положительно 
музыка: живая, расслабляет: положительно 
обслуживание: оперативное: положительно 
пиво: отличное: положительно 
обстановка: уютная: положительно"
122,"Юбилей это тот повод, когда хочется собраться только своей не большой компаний в уютном заведении. Искала долго, так как по натуре достаточно привередливый человек и нашла это прекрасное кафе. Здесь есть все: интерьер, вкусные необычные блюда, вода на столе, что особенно приятно и внимательный, гостеприимный персонал, что является редкостью для нашего города. Сказать, что все остались довольны моим выбором, это ничего сказать. Теперь это наше любимое место. Спасибо Mon Petit Cafe за праздник.","
блюда: вкусные, необычные: положительно 
вода: на столе: положительно 
персонал: приятный, гостеприимный: положительно"
124,"Праздновали здесь юбилей подруги. Довольны очень! Великолепный вид на залив из окна, сине-белый интерьер зала создают ощущение уюта и чистоты. Прекрасная атмосфера, уютно и тепло (в том числе на душе!), отличное обслуживание Что касается кухни - вкусно. Очень! Соотношение цена/качество разумное. Живая музыка порадовала, девушка-певица понравилась очень. И потанцевали с удовольствием, и просто послушали. Замечательно провели время, обязательно будем заходить и без повода. Спасибо.","
вид на залив: великолепный: положительно 
интерьер: уютный, чистый: положительно 
обслуживание: отличное: положительно 
кухня: вкусно, соотношение цена/качество разумное: положительно 
музыка: живая, понравилась: положительно"
125,"Иногда захожу в это местечко выпить пива с друзьями или вдвоем с подругой. По пятницам и выходным народу всегда много, мест просто нет, приходится садиться за столик маленький у окна, не совсем удобный, но если выбора нет-сойдет. Поэтому если собираемся идти вдвоем, заказываю столик этот у окна, потому что заказать обычный столик депозит на 3000 рублей, дороговато, обычно счет выходит у нас по 1 тысячи на человека с пивом и едой. Пиво вкусное, как правило беру вайнштефан светлое - уже классика, иногда пробую что-то новое. Еда в целом вкусная, претензий нет, порции адекватные. Обслуживание когда как, иногда хромает, зависит от официантки, на мой взгляд официант всегда должен быть приветлив и доброжелателен-от этого и зависит моя оценка. В целом хорошее место, удобное по расположению в центре города прямо у метро, советую.","
по пятницам и выходным: много народу: нейтрально
столик у окна: не совсем удобный: негативно
пиво: вкусное: положительно 
еда: вкусная: положительно 
порции: адекватные: нейтрально
обслуживание: когда как: нейтрально 
место: удобное: положительно"
126,"Готовясь идти с любимой в этот ресторан, что бы встретиться с друзьями ожидал худшего, во многом благодаря коментариям здесь. Но как оказалось все опасения были напрасными - ресторан просто замечательный! Интерьер, кухня, персонал - все на уровне. Удивило и почти мгновенно принесенный заказ и порции, не огромные, но вполне себе большие. Музыка и улыбчивая официантка тоже порадовали. В итоге скушав 3 салата, рыбу, курицу, свинину, закусывая ушами и чипсами, да запивая пивом, морсами и соком мы очень хорошо отдохнули и получили кучу приятных эмоций, оставив всего 2 с маленьким тысячи на четверых, хотя я расчитывал потратить раза два больше, и рад бы, но больше в нас у же не лезло =) В общем рекомендую! Замечательный ресторан, замечательная кухня и обслуживание на высоте!","
ресторан: замечательный: положительно 
интерьер: на уровне: нейтрально
кухня: на уровне: нейтрально
персонал: на уровне: нейтрально
порции: не огромные, вполне себе большие: положительно
официантка: улыбчивая: положительно
кухня: замечательная: положительно 
обслуживание: на высоте: положительно"
127,"А помоему, очень приличное заведение. Очень порадовала живая музыка. Были на концерте группы ""Сегодня ночью"". Потрясающе. Ребята, как оказалось, зажигать умеют на все 100!. Публика от мала до велмка отрывалась весь вечер Но за эо уже большое спасибо лично им, хотя и администрацию бара тоже есть за что поблагодарить-концерт был совершенно бесплатный! Еще там очень пикольный бармен- внешне напоминает повара из мультиков! На обслуживание тоже не жалуюсь, хотя и идеальным пока назвать сложным. На концерте официантку было не дождаться, видимо сказывалась большая сумотоха вокруг. Конечно, не могу не отметить пиво! за него бы отдельно ввела шкалу и поставила 11...из 10! то есть больше, чем отлично! Да и цены для заведения такого уровня не могут не радовать-настоящее пиво от 100 руб. Вобщем хочется сказать ОГРОМНОЕ СПАСИБО администрации! Так держать:)","
живая музыка: очень порадовала: положительно 
бармен: пикольный: положительно 
обслуживание: не жалуюсь, идеальным пока назвать сложным: нейтрально
официантка: было не дождаться: негативно
пиво: за него бы отдельно ввела шкалу и поставила 11...из 10!: положительно
цены: не могут не радовать: положительно"
128,"Отличный ресторан или скорее кафе. Очень уютная обстановка, хороший персонал, приятный интерьер. Чем-то напоминает кафитерий из сериала ""Друзья"", не дизайном, а скорее уютом, куда хочется приходить компанией или одному скромно посидеть в спокойствии и почитать книгу. Из минусов - шумный лифт который возит еду из кухни, которая на первом этаже, хотя идея интересная. Ну и для кого-то минус, а для меня плюс, хозяин заведения против алкоголя и в его заведениях он не продается принципиально. Но если заказывать банкет, то можно прийти со своим, но при условии, что есть чеки. Видно что недавно открылся, надеюсь что со временем будет только становиться лучше.","
ресторан: отличный: положительно
обстановка: очень уютная: положительно
персонал: хороший: положительно 
интерьер: приятный: положительно 
лифт: шумный: негативно 
хозяин заведения: против алкоголя: положительно"
